Order No.,Date,Payment Type,Order Type,Area Type,My Amount,Discount,Delivery Charge,Container Charge,Service Charge,Additional Charge,CGST (A),SGST (A),Waived off,Total,Assign to,Biller Name,Reason,Tip,Total + Tip
32227,01-02-25,Cash,Dine In (24),-,748.00,0.00,0.00,0.00,0.00,-,18.70,18.70,0.00,785.00,-,biller,,0.00,785.00
32228,01-02-25,Online [Swiggy],Delivery,Swiggy,669.00,140.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
32229,01-02-25,Cash,Dine In (24),-,1018.00,0.00,0.00,0.00,0.00,-,25.45,25.45,0.00,1069.00,-,biller,,0.00,1069.00
32230,01-02-25,Cash,Dine In (23),-,658.00,0.00,0.00,0.00,0.00,-,16.45,16.45,0.00,691.00,-,biller,,0.00,691.00
32231,01-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32232,01-02-25,Cash,Dine In (2),-,945.00,0.00,0.00,0.00,0.00,-,23.63,23.63,0.00,992.00,-,biller,,0.00,992.00
32233,01-02-25,Online [Swiggy],Delivery,Swiggy,419.00,0.00,0.00,0.00,0.00,-,10.48,10.48,0.00,440.00,-,biller,,0.00,440.00
32234,01-02-25,Cash,TAKE AWAY,Parcel,506.00,0.00,0.00,0.00,0.00,-,12.65,12.65,0.00,531.00,-,biller,,0.00,531.00
32235,01-02-25,Cash,Dine In (24),-,1446.00,144.60,0.00,0.00,0.00,-,32.53,32.53,0.00,1366.00,-,biller,,0.00,1366.00
32236,01-02-25,Cash,Dine In (22),-,548.00,82.20,0.00,0.00,0.00,-,11.65,11.65,0.00,489.00,-,biller,,0.00,489.00
32237,01-02-25,Cash,Dine In (PDR1),-,3504.00,350.40,0.00,0.00,0.00,-,78.84,78.84,0.00,3311.00,-,biller,,0.00,3311.00
32238,02-02-25,Cash,Dine In (23),-,536.00,0.00,0.00,0.00,0.00,-,13.40,13.40,0.00,563.00,-,biller,,0.00,563.00
32239,02-02-25,Cash,Dine In (24),-,955.00,0.00,0.00,0.00,0.00,-,23.88,23.88,0.00,1003.00,-,biller,,0.00,1003.00
32240,02-02-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32241,02-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32242,02-02-25,Online [Swiggy],Delivery,Swiggy,349.00,75.00,0.00,0.00,0.00,-,6.85,6.85,0.00,288.00,-,biller,,0.00,288.00
32243,02-02-25,Cash,Dine In (22),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
32244,02-02-25,Cash,Dine In (24),-,239.00,0.00,0.00,0.00,0.00,-,5.98,5.98,0.00,251.00,-,biller,,0.00,251.00
32245,02-02-25,Cash,Dine In (24),-,758.00,113.70,0.00,0.00,0.00,-,16.11,16.11,0.00,677.00,-,biller,,0.00,677.00
32246,02-02-25,Cash,Dine In (20),-,2184.00,218.40,0.00,0.00,0.00,-,49.14,49.14,0.00,2064.00,-,biller,,0.00,2064.00
32247,02-02-25,Cash,Dine In (24),-,868.00,0.00,0.00,0.00,0.00,-,21.70,21.70,0.00,911.00,-,biller,,0.00,911.00
32248,02-02-25,Online [Swiggy],Delivery,Swiggy,478.00,0.00,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
32249,02-02-25,Online [Swiggy],Delivery,Swiggy,329.00,75.00,0.00,0.00,0.00,-,6.35,6.35,0.00,267.00,-,biller,,0.00,267.00
32250,02-02-25,Online [Swiggy],Delivery,Swiggy,329.00,0.00,0.00,0.00,0.00,-,8.23,8.23,0.00,345.00,-,biller,,0.00,345.00
32251,02-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32252,02-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32253,02-02-25,Cash,Dine In (25),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32254,02-02-25,Cash,Dine In (24),-,996.00,99.60,0.00,0.00,0.00,-,22.41,22.41,0.00,941.00,-,biller,,0.00,941.00
32255,02-02-25,Cash,Dine In (25),-,80.00,0.00,0.00,0.00,0.00,-,2.00,2.00,0.00,84.00,-,biller,,0.00,84.00
32256,02-02-25,Cash,TAKE AWAY,Parcel,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
32257,02-02-25,Cash,TAKE AWAY,Parcel,758.00,0.00,0.00,0.00,0.00,-,18.95,18.95,0.00,796.00,-,biller,,0.00,796.00
32258,02-02-25,Online [Swiggy],Delivery,Swiggy,758.00,140.00,0.00,0.00,0.00,-,15.45,15.45,0.00,649.00,-,biller,,0.00,649.00
32259,02-02-25,Online [Swiggy],Delivery,Swiggy,2054.00,410.80,0.00,0.00,0.00,-,41.08,41.08,0.00,1725.00,-,biller,,0.00,1725.00
32260,02-02-25,Online [Swiggy],Delivery,Swiggy,419.00,0.00,0.00,0.00,0.00,-,10.48,10.48,0.00,440.00,-,biller,,0.00,440.00
32261,02-02-25,Online [Swiggy],Delivery,Swiggy,509.00,0.00,0.00,0.00,0.00,-,12.73,12.73,0.00,534.00,-,biller,,0.00,534.00
32262,02-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32263,02-02-25,Cash,Dine In (23),-,1646.00,164.60,0.00,0.00,0.00,-,37.03,37.03,0.00,1555.00,-,biller,,0.00,1555.00
32264,02-02-25,Cash,Dine In (24),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
32265,02-02-25,Cash,Dine In (22),-,1192.00,119.20,0.00,0.00,0.00,-,26.82,26.82,0.00,1126.00,-,biller,,0.00,1126.00
32266,02-02-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
32267,02-02-25,Cash,Dine In (24),-,669.00,0.00,0.00,0.00,0.00,-,16.73,16.73,0.00,702.00,-,biller,,0.00,702.00
32268,03-02-25,Online [Swiggy],Delivery,Swiggy,299.00,56.25,0.00,0.00,0.00,-,6.07,6.07,0.00,255.00,-,biller,,0.00,255.00
32269,03-02-25,Online [Swiggy],Delivery,Swiggy,668.00,139.99,0.00,0.00,0.00,-,13.20,13.20,0.00,554.00,-,biller,,0.00,554.00
32270,03-02-25,Cash,TAKE AWAY,Parcel,289.00,0.00,0.00,0.00,0.00,-,7.23,7.23,0.00,303.00,-,biller,,0.00,303.00
32271,03-02-25,Cash,Dine In (23),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
32272,03-02-25,Cash,Dine In (24),-,558.00,0.00,0.00,0.00,0.00,-,13.95,13.95,0.00,586.00,-,biller,,0.00,586.00
32273,03-02-25,Cash,Dine In (22),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32274,03-02-25,Cash,Dine In (25),-,279.00,27.90,0.00,0.00,0.00,-,6.28,6.28,0.00,264.00,-,biller,,0.00,264.00
32275,03-02-25,Cash,Dine In (23),-,1206.00,0.00,0.00,0.00,0.00,-,30.15,30.15,0.00,1266.00,-,biller,,0.00,1266.00
32276,03-02-25,Cash,Dine In (22),-,659.00,0.00,0.00,0.00,0.00,-,16.48,16.48,0.00,692.00,-,biller,,0.00,692.00
32277,03-02-25,Cash,Dine In (21),-,149.00,0.00,0.00,0.00,0.00,-,3.73,3.73,0.00,156.00,-,biller,,0.00,156.00
32278,03-02-25,Cash,Dine In (22),-,229.00,22.90,0.00,0.00,0.00,-,5.15,5.15,0.00,216.00,-,biller,,0.00,216.00
32279,03-02-25,Cash,Dine In (20),-,2045.00,204.50,0.00,0.00,0.00,-,46.01,46.01,0.00,1933.00,-,biller,,0.00,1933.00
32280,03-02-25,Cash,Dine In (21),-,60.00,0.00,0.00,0.00,0.00,-,1.50,1.50,0.00,63.00,-,biller,,0.00,63.00
32281,03-02-25,Cash,Dine In (22),-,548.00,0.00,0.00,0.00,0.00,-,13.70,13.70,0.00,575.00,-,biller,,0.00,575.00
32282,03-02-25,Online [Swiggy],Delivery,Swiggy,409.00,0.00,0.00,0.00,0.00,-,10.23,10.23,0.00,429.00,-,biller,,0.00,429.00
32283,03-02-25,Online [Swiggy],Delivery,Swiggy,537.00,139.99,0.00,0.00,0.00,-,9.93,9.93,0.00,417.00,-,biller,,0.00,417.00
32284,03-02-25,Cash,Dine In (24),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32285,03-02-25,Cash,Dine In (22),-,239.00,23.90,0.00,0.00,0.00,-,5.38,5.38,0.00,226.00,-,biller,,0.00,226.00
32286,03-02-25,Online [Swiggy],Delivery,Swiggy,379.00,56.25,0.00,0.00,0.00,-,8.07,8.07,0.00,339.00,-,biller,,0.00,339.00
32287,03-02-25,Online [Swiggy],Delivery,Swiggy,349.00,56.25,0.00,0.00,0.00,-,7.32,7.32,0.00,307.00,-,biller,,0.00,307.00
32288,03-02-25,Online [Swiggy],Delivery,Swiggy,409.00,56.25,0.00,0.00,0.00,-,8.82,8.82,0.00,370.00,-,biller,,0.00,370.00
32289,03-02-25,Cash,TAKE AWAY,Parcel,758.00,0.00,0.00,0.00,0.00,-,18.95,18.95,0.00,796.00,-,biller,,0.00,796.00
32290,03-02-25,Online [Swiggy],Delivery,Swiggy,249.00,56.03,0.00,0.00,0.00,-,4.82,4.82,0.00,203.00,-,biller,,0.00,203.00
32291,03-02-25,Online [Swiggy],Delivery,Swiggy,379.00,56.25,0.00,0.00,0.00,-,8.07,8.07,0.00,339.00,-,biller,,0.00,339.00
32292,03-02-25,Cash,Dine In (22),-,918.00,0.00,0.00,0.00,0.00,-,22.95,22.95,0.00,964.00,-,biller,,0.00,964.00
32293,03-02-25,Cash,Dine In (23),-,1684.00,0.00,0.00,0.00,0.00,-,42.10,42.10,0.00,1768.00,-,biller,,0.00,1768.00
32294,03-02-25,Online [Swiggy],Delivery,Swiggy,698.00,131.25,0.00,0.00,0.00,-,14.17,14.17,0.00,595.00,-,biller,,0.00,595.00
32295,03-02-25,Cash,Dine In (1),-,219.00,0.00,0.00,0.00,0.00,-,5.48,5.48,0.00,230.00,-,biller,,0.00,230.00
32296,04-02-25,Cash,Dine In (24),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32297,04-02-25,Cash,Dine In (24),-,428.00,10.00,0.00,0.00,0.00,-,10.45,10.45,0.00,439.00,-,biller,,0.00,439.00
32298,04-02-25,Online [Swiggy],Delivery,Swiggy,349.00,56.25,0.00,0.00,0.00,-,7.32,7.32,0.00,307.00,-,biller,,0.00,307.00
32299,04-02-25,Cash,Dine In (25),-,598.00,0.00,0.00,0.00,0.00,-,14.95,14.95,0.00,628.00,-,biller,,0.00,628.00
32300,04-02-25,Online [Swiggy],Delivery,Swiggy,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32301,04-02-25,Cash,TAKE AWAY,Parcel,259.00,0.00,0.00,0.00,0.00,-,6.48,6.48,0.00,272.00,-,biller,,0.00,272.00
32302,04-02-25,Cash,Dine In (20),-,2275.00,0.00,0.00,0.00,0.00,-,56.88,56.88,0.00,2389.00,-,biller,,0.00,2389.00
32303,04-02-25,Online [Swiggy],Delivery,Swiggy,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
32304,04-02-25,Online [Swiggy],Delivery,Swiggy,309.00,56.25,0.00,0.00,0.00,-,6.32,6.32,0.00,265.00,-,biller,,0.00,265.00
32305,04-02-25,Cash,TAKE AWAY,Parcel,618.00,0.00,0.00,0.00,0.00,-,15.45,15.45,0.00,649.00,-,biller,,0.00,649.00
32306,04-02-25,Cash,Dine In (24),-,1026.00,0.00,0.00,0.00,0.00,-,25.65,25.65,0.00,1077.00,-,biller,,0.00,1077.00
32307,04-02-25,Cash,Dine In (23),-,2263.00,0.00,0.00,0.00,0.00,-,56.58,56.58,0.00,2376.00,-,biller,,0.00,2376.00
32308,05-02-25,Online [Swiggy],Delivery,Swiggy,379.00,56.25,0.00,0.00,0.00,-,8.07,8.07,0.00,339.00,-,biller,,0.00,339.00
32309,05-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32310,05-02-25,Cash,Dine In (22),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32311,05-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32312,05-02-25,Online [Swiggy],Delivery,Swiggy,239.00,0.00,0.00,0.00,0.00,-,5.98,5.98,0.00,-251.00,-,biller,14,0.00,251.00
32313,05-02-25,Cash,Dine In (9),-,568.00,0.00,0.00,0.00,0.00,-,14.20,14.20,0.00,596.00,-,biller,,0.00,596.00
32314,05-02-25,Cash,Dine In (24),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32315,05-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32316,05-02-25,Cash,Dine In (20),-,748.00,0.00,0.00,0.00,0.00,-,18.70,18.70,0.00,785.00,-,biller,,0.00,785.00
32317,05-02-25,Online [Swiggy],Delivery,Swiggy,629.00,139.99,0.00,0.00,0.00,-,12.23,12.23,0.00,513.00,-,biller,,0.00,513.00
32318,05-02-25,Cash,Dine In (24),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32319,05-02-25,Online [Swiggy],Delivery,Swiggy,669.00,131.25,0.00,0.00,0.00,-,13.44,13.44,0.00,565.00,-,biller,,0.00,565.00
32320,05-02-25,Cash,TAKE AWAY,Parcel,398.00,0.00,0.00,0.00,0.00,-,9.95,9.95,0.00,418.00,-,biller,,0.00,418.00
32321,05-02-25,Online [Swiggy],Delivery,Swiggy,698.00,131.24,0.00,0.00,0.00,-,14.17,14.17,0.00,595.00,-,biller,,0.00,595.00
32322,05-02-25,Online [Swiggy],Delivery,Swiggy,669.00,140.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
32323,05-02-25,Cash,TAKE AWAY,Parcel,2933.00,293.30,0.00,0.00,0.00,-,65.99,65.99,0.00,2772.00,-,biller,,0.00,2772.00
32324,05-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32325,05-02-25,Cash,Dine In (23),-,608.00,0.00,0.00,0.00,0.00,-,15.20,15.20,0.00,638.00,-,biller,,0.00,638.00
32326,05-02-25,Cash,Dine In (20),-,1117.00,0.00,0.00,0.00,0.00,-,27.93,27.93,0.00,1173.00,-,biller,,0.00,1173.00
32327,06-02-25,Cash,Dine In (22),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32328,06-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32329,06-02-25,Cash,Dine In (20),-,1018.00,0.00,0.00,0.00,0.00,-,25.45,25.45,0.00,1069.00,-,biller,,0.00,1069.00
32330,06-02-25,Cash,Dine In (24),-,1048.00,0.00,0.00,0.00,0.00,-,26.20,26.20,0.00,1100.00,-,biller,,0.00,1100.00
32331,06-02-25,Cash,Dine In (23),-,608.00,0.00,0.00,0.00,0.00,-,15.20,15.20,0.00,638.00,-,biller,,0.00,638.00
32332,06-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32333,06-02-25,Online [Swiggy],Delivery,Swiggy,588.00,139.99,0.00,0.00,0.00,-,11.20,11.20,0.00,470.00,-,biller,,0.00,470.00
32334,06-02-25,Online [Swiggy],Delivery,Swiggy,669.00,140.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
32335,06-02-25,Cash,TAKE AWAY,Parcel,1107.00,110.70,0.00,0.00,0.00,-,24.91,24.91,0.00,1046.00,-,biller,,0.00,1046.00
32336,06-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32337,06-02-25,Cash,Dine In (25),-,509.00,0.00,0.00,0.00,0.00,-,12.73,12.73,0.00,534.00,-,biller,,0.00,534.00
32338,06-02-25,Cash,Dine In (9),-,199.00,29.85,0.00,0.00,0.00,-,4.23,4.23,0.00,178.00,-,biller,,0.00,178.00
32339,06-02-25,Cash,Dine In (23),-,1066.00,0.00,0.00,0.00,0.00,-,26.65,26.65,0.00,1119.00,-,biller,,0.00,1119.00
32340,07-02-25,Cash,Dine In (22),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32341,07-02-25,Cash,Dine In (25),-,748.00,0.00,0.00,0.00,0.00,-,18.70,18.70,0.00,785.00,-,biller,,0.00,785.00
32342,07-02-25,Cash,Dine In (24),-,429.00,0.00,0.00,0.00,0.00,-,10.73,10.73,0.00,450.00,-,biller,,0.00,450.00
32343,07-02-25,Cash,Dine In (9),-,627.00,0.00,0.00,0.00,0.00,-,15.68,15.68,0.00,658.00,-,biller,,0.00,658.00
32344,07-02-25,Cash,Dine In (8),-,536.00,0.00,0.00,0.00,0.00,-,13.40,13.40,0.00,563.00,-,biller,,0.00,563.00
32345,07-02-25,Online [Swiggy],Delivery,Swiggy,339.00,75.00,0.00,0.00,0.00,-,6.60,6.60,0.00,277.00,-,biller,,0.00,277.00
32346,07-02-25,Online [Swiggy],Delivery,Swiggy,299.00,75.00,0.00,0.00,0.00,-,5.60,5.60,0.00,235.00,-,biller,,0.00,235.00
32347,07-02-25,Online [Swiggy],Delivery,Swiggy,669.00,140.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
32348,07-02-25,Online [Swiggy],Delivery,Swiggy,359.00,75.00,0.00,0.00,0.00,-,7.10,7.10,0.00,298.00,-,biller,,0.00,298.00
32349,07-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32350,07-02-25,Online [Swiggy],Delivery,Swiggy,279.00,0.00,0.00,0.00,0.00,-,6.98,6.98,0.00,293.00,-,biller,,0.00,293.00
32351,07-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32352,07-02-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32353,07-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32354,07-02-25,Online [Swiggy],Delivery,Swiggy,389.00,75.00,0.00,0.00,0.00,-,7.85,7.85,0.00,330.00,-,biller,,0.00,330.00
32355,07-02-25,Cash,Dine In (20),-,2730.00,409.50,0.00,0.00,0.00,-,58.01,58.01,0.00,2437.00,-,biller,,0.00,2437.00
32356,07-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32357,07-02-25,Cash,Dine In (PDR1),-,1078.00,215.60,0.00,0.00,0.00,-,21.56,21.56,0.00,906.00,-,biller,,0.00,906.00
32358,07-02-25,Cash,Dine In (4),-,229.00,0.00,0.00,0.00,0.00,-,5.73,5.73,0.00,240.00,-,biller,,0.00,240.00
32359,07-02-25,Cash,Dine In (23),-,895.00,0.00,0.00,0.00,0.00,-,22.38,22.38,0.00,940.00,-,biller,,0.00,940.00
32360,07-02-25,Online [Swiggy],Delivery,Swiggy,618.00,139.99,0.00,0.00,0.00,-,11.95,11.95,0.00,502.00,-,biller,,0.00,502.00
32361,07-02-25,Cash,TAKE AWAY,Parcel,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32362,08-02-25,Online [Swiggy],Delivery,Swiggy,349.00,75.00,0.00,0.00,0.00,-,6.85,6.85,0.00,288.00,-,biller,,0.00,288.00
32363,08-02-25,Cash,TAKE AWAY,Parcel,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,-335.00,-,biller,canceld,0.00,335.00
32364,08-02-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32365,08-02-25,Cash,Dine In (22),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32366,08-02-25,Cash,Dine In (19),-,568.00,0.00,0.00,0.00,0.00,-,14.20,14.20,0.00,596.00,-,biller,,0.00,596.00
32367,08-02-25,Cash,Dine In (24),-,608.00,0.00,0.00,0.00,0.00,-,15.20,15.20,0.00,638.00,-,biller,,0.00,638.00
32368,08-02-25,Cash,Dine In (22),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32369,08-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32370,08-02-25,Cash,Dine In (22),-,359.00,0.00,0.00,0.00,0.00,-,8.98,8.98,0.00,377.00,-,biller,,0.00,377.00
32371,08-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32372,08-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32373,08-02-25,Cash,TAKE AWAY,Parcel,236.00,0.00,0.00,0.00,0.00,-,5.90,5.90,0.00,248.00,-,biller,,0.00,248.00
32374,08-02-25,Cash,Dine In (20),-,1247.00,0.00,0.00,0.00,0.00,-,31.18,31.18,0.00,1309.00,-,biller,,0.00,1309.00
32375,08-02-25,Online [Swiggy],Delivery,Swiggy,379.00,75.00,0.00,0.00,0.00,-,7.60,7.60,0.00,319.00,-,biller,,0.00,319.00
32376,08-02-25,Online [Swiggy],Delivery,Swiggy,648.00,139.99,0.00,0.00,0.00,-,12.70,12.70,0.00,533.00,-,biller,,0.00,533.00
32377,08-02-25,Cash,Dine In (19),-,645.00,0.00,0.00,0.00,0.00,-,16.13,16.13,0.00,677.00,-,biller,,0.00,677.00
32378,08-02-25,Online [Swiggy],Delivery,Swiggy,379.00,56.25,0.00,0.00,0.00,-,8.07,8.07,0.00,339.00,-,biller,,0.00,339.00
32379,08-02-25,Cash,Dine In (25),-,968.00,0.00,0.00,0.00,0.00,-,24.20,24.20,0.00,1016.00,-,biller,,0.00,1016.00
32380,08-02-25,Cash,Dine In (23),-,827.00,0.00,0.00,0.00,0.00,-,20.68,20.68,0.00,868.00,-,biller,,0.00,868.00
32381,08-02-25,Cash,Dine In (24),-,4322.00,432.20,0.00,0.00,0.00,-,97.25,97.25,0.00,4084.00,-,biller,,0.00,4084.00
32382,08-02-25,Cash,Dine In (21),-,1314.00,0.00,0.00,0.00,0.00,-,32.85,32.85,0.00,1380.00,-,biller,,0.00,1380.00
32383,08-02-25,Online [Swiggy],Delivery,Swiggy,329.00,75.00,0.00,0.00,0.00,-,6.35,6.35,0.00,267.00,-,biller,,0.00,267.00
32384,08-02-25,Cash,Dine In (2),-,1781.00,0.00,0.00,0.00,0.00,-,44.53,44.53,0.00,1870.00,-,biller,,0.00,1870.00
32385,09-02-25,Online [Swiggy],Delivery,Swiggy,988.00,149.99,0.00,0.00,0.00,-,20.95,20.95,0.00,880.00,-,biller,,0.00,880.00
32386,09-02-25,Cash,TAKE AWAY,Parcel,2556.00,383.40,0.00,0.00,0.00,-,54.32,54.32,0.00,2281.00,-,biller,,0.00,2281.00
32387,09-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32388,09-02-25,Online [Swiggy],Delivery,Swiggy,349.00,75.00,0.00,0.00,0.00,-,6.85,6.85,0.00,288.00,-,biller,,0.00,288.00
32389,09-02-25,Cash,Dine In (19),-,698.00,0.00,0.00,0.00,0.00,-,17.45,17.45,0.00,733.00,-,biller,,0.00,733.00
32390,09-02-25,Cash,Dine In (25),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32391,09-02-25,Online [Swiggy],Delivery,Swiggy,349.00,75.00,0.00,0.00,0.00,-,6.85,6.85,0.00,288.00,-,biller,,0.00,288.00
32392,09-02-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32393,09-02-25,Cash,Dine In (24),-,428.00,0.00,0.00,0.00,0.00,-,10.70,10.70,0.00,449.00,-,biller,,0.00,449.00
32394,09-02-25,Cash,Dine In (24),-,956.00,0.00,0.00,0.00,0.00,-,23.90,23.90,0.00,1004.00,-,biller,,0.00,1004.00
32395,09-02-25,Online [Swiggy],Delivery,Swiggy,389.00,75.00,0.00,0.00,0.00,-,7.85,7.85,0.00,330.00,-,biller,,0.00,330.00
32396,09-02-25,Cash,Dine In (24),-,409.00,0.00,0.00,0.00,0.00,-,10.23,10.23,0.00,429.00,-,biller,,0.00,429.00
32397,09-02-25,Cash,TAKE AWAY,Parcel,566.00,0.00,0.00,0.00,0.00,-,14.15,14.15,0.00,594.00,-,biller,,0.00,594.00
32398,09-02-25,Cash,Dine In (23),-,319.00,0.00,0.00,0.00,0.00,-,7.98,7.98,0.00,335.00,-,biller,,0.00,335.00
32399,09-02-25,Cash,TAKE AWAY,Parcel,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32400,09-02-25,Cash,Dine In (24),-,199.00,0.00,0.00,0.00,0.00,-,4.97,4.97,0.00,209.00,-,biller,,0.00,209.00
32401,09-02-25,Cash,Dine In (23),-,349.00,0.00,0.00,0.00,0.00,-,8.73,8.73,0.00,366.00,-,biller,,0.00,366.00
32402,09-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
32403,09-02-25,Online [Swiggy],Delivery,Swiggy,669.00,140.00,0.00,0.00,0.00,-,13.23,13.23,0.00,555.00,-,biller,,0.00,555.00
32404,10-02-25,Online [Swiggy],Delivery,Swiggy,239.00,53.78,0.00,0.00,0.00,-,4.63,4.63,0.00,194.00,-,biller,,0.00,194.00
